0,1
1,1
2,2
3,4
4,2
5,4
6,4
7,4
8,4
9,4
10,3
11,3
12,3
13,4
14,2
15,4
16,1
17,4
18,4
19,3
20,2
21,2
22,4
23,2
24,4
25,2
26,2
27,4
28,2
29,4
30,4
31,4
32,1
33,1
34,4
35,4
36,2
37,2
38,2
39,1
40,2
41,4
42,2
43,4
44,3
45,4
46,3
47,4
48,1
49,2
50,4
51,1
52,1
53,4
54,1
55,2
56,2
57,4
58,1
59,2
60,2
61,3
62,2
63,4
64,2
65,4
66,4
67,3
68,3
69,3
70,4
71,3
72,4
73,2
74,4
75,4
76,3
77,3
78,4
79,2
80,1
81,2
82,4
83,1
84,2
85,4
86,4
87,4
88,3
89,3
90,3
91,2
92,3
93,1
94,2
95,2
96,2
97,3
98,2
99,2
100,2
101,2
102,2
103,2
104,4
105,2
106,4
107,2
108,1
109,2
110,4
111,2
112,1
113,2
114,4
115,1
116,4
117,2
118,2
119,1
120,4
121,2
122,2
123,2
124,4
125,2
126,2
127,2
128,4
129,3
130,1
131,2
132,2
133,1
134,4
135,4
136,3
137,1
138,4
139,2
140,4
141,3
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,4
150,2
151,3
152,4
153,2
154,4
155,4
156,4
157,3
158,2
159,4
160,3
161,2
162,2
163,4
164,4
165,2
166,4
167,2
168,4
169,4
170,2
171,4
172,3
173,4
174,1
175,2
176,2
177,1
178,3
179,2
180,2
181,4
182,4
183,2
184,2
185,1
186,4
187,4
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,4
196,4
197,1
198,4
199,2
200,2
201,2
202,2
203,1
204,2
205,3
206,2
207,2
208,2
209,2
210,2
211,2
212,1
213,2
214,4
215,4
216,3
217,3
218,1
219,4
220,4
221,3
222,3
223,2
224,2
225,4
226,4
227,4
228,4
229,4
230,3
231,4
232,4
233,4
234,2
235,1
236,1
237,2
238,4
239,4
240,3
241,3
242,4
243,2
244,4
245,4
246,4
247,2
248,4
249,4
250,3
251,1
252,2
253,3
254,4
255,4
256,4
257,4
258,2
259,4
260,1
261,4
262,4
263,4
264,2
265,3
266,3
267,2
268,2
269,2
270,4
271,4
272,2
273,3
274,3
275,4
276,1
277,1
278,1
279,2
280,4
281,4
282,2
283,2
284,4
285,1
286,4
287,3
288,2
289,2
290,3
291,4
292,2
293,1
294,2
295,1
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,3
304,2
305,4
306,4
307,4
308,3
309,1
310,2
311,4
312,2
313,3
314,1
315,2
316,4
317,2
318,2
319,3
320,4
321,4
322,4
323,4
324,4
325,1
326,4
327,4
328,4
329,3
330,4
331,4
332,3
333,4
334,4
335,4
336,4
337,3
338,2
339,4
340,1
341,2
342,4
343,4
344,4
345,4
346,2
347,2
348,3
349,2
350,4
351,4
352,4
353,2
354,4
355,4
356,3
357,4
358,4
359,1
360,4
361,4
362,4
363,3
364,3
365,4
366,4
367,4
368,1
369,3
370,4
371,3
372,1
373,1
374,3
375,4
376,4
377,4
378,2
379,3
380,4
381,4
382,2
383,2
384,4
385,2
386,2
387,4
388,2
389,2
390,2
391,4
392,4
393,4
394,2
395,2
396,2
397,4
398,4
399,2
400,2
401,2
402,2
403,2
404,2
405,4
406,3
407,3
408,2
409,2
410,4
411,3
412,4
413,1
414,3
415,4
416,4
417,1
418,2
419,3
420,2
421,2
422,4
423,2
424,3
425,4
426,4
427,4
428,4
429,4
430,2
431,3
432,4
433,2
434,3
435,2
436,2
437,1
438,3
439,2
440,4
441,3
442,4
443,2
444,4
445,4
446,2
447,3
448,1
449,3
450,3
451,4
452,3
453,3
454,3
455,2
456,4
457,2
458,2
459,2
460,2
461,3
462,2
463,4
464,4
465,2
466,2
467,2
468,4
469,4
470,2
471,1
472,1
473,2
474,2
475,3
476,2
477,2
478,3
479,3
480,4
481,4
482,4
483,4
484,2
485,4
486,3
487,4
488,1
489,2
490,2
491,3
492,4
493,2
494,1
495,2
496,4
497,2
498,3
499,1
500,4
501,2
502,1
503,1
504,2
505,2
506,2
507,1
508,4
509,2
510,1
511,3
512,1
513,2
514,2
515,3
516,4
517,4
518,2
519,1
520,2
521,3
522,2
523,4
524,2
525,2
526,1
527,4
528,2
529,1
530,4
531,4
532,2
533,4
534,2
535,2
536,3
537,1
538,3
539,4
540,2
541,4
542,4
543,4
544,4
545,4
546,1
547,4
548,3
549,4
550,4
551,4
552,2
553,4
554,3
555,1
556,3
557,3
558,1
559,2
560,1
561,4
562,4
563,2
564,3
565,4
566,3
567,2
568,1
569,2
570,2
571,4
572,3
573,4
574,2
575,4
576,4
577,3
578,2
579,2
580,4
581,4
582,4
583,2
584,2
585,3
586,4
587,1
588,2
589,3
590,1
591,2
592,3
593,2
594,2
595,3
596,4
597,4
598,3
599,1
600,4
601,2
602,1
603,2
604,4
605,2
606,4
607,4
608,2
609,2
610,4
611,1
612,2
613,3
614,2
615,3
616,3
617,3
618,4
619,4
620,4
621,2
622,4
623,4
624,4
625,2
626,2
627,4
628,4
629,4
630,3
631,4
632,3
633,4
634,2
635,4
636,4
637,4
638,2
639,2
640,2
641,3
642,1
643,4
644,4
645,4
646,4
647,4
648,4
649,2
650,1
651,2
652,2
653,2
654,2
655,3
656,1
657,2
658,4
659,2
660,4
661,4
662,1
663,1
664,4
665,4
666,2
667,2
668,3
669,4
670,2
671,4
672,1
673,3
674,3
675,4
676,4
677,2
678,4
679,2
680,2
681,2
682,4
683,4
684,2
685,2
686,1
687,1
688,2
689,2
690,2
691,4
692,1
693,1
694,3
695,2
696,4
697,4
698,2
699,4
700,4
701,3
702,2
703,4
704,1
705,2
706,2
707,2
708,2
709,1
710,2
711,3
712,4
713,2
714,4
715,3
716,4
717,2
718,4
719,4
720,3
721,2
722,4
723,3
724,2
725,4
726,3
727,4
728,4
729,4
730,4
731,3
732,4
733,4
734,2
735,4
736,4
737,2
738,4
739,2
740,1
741,2
742,1
743,4
744,3
745,4
746,3
747,4
748,4
749,1
750,3
751,4
752,4
753,2
754,4
755,4
756,2
757,1
758,2
759,4
760,1
761,2
762,4
763,2
764,3
765,2
766,2
767,1
768,1
769,3
770,2
771,4
772,4
773,4
774,2
775,2
776,3
777,3
778,2
779,1
780,4
781,1
782,4
783,3
784,2
785,2
786,1
787,4
788,2
789,2
790,1
791,1
792,2
793,1
794,3
795,4
796,2
797,2
798,2
799,3
800,2
801,3
802,3
803,4
804,1
805,1
806,3
807,4
808,2
809,2
810,3
811,4
812,1
813,2
